agency_id,agency_name,license_number,status,contact_info,city
AG1625,Zakariya Overseas Recruiting Agency,5295 / MTN,Active,,
AG1626,Golden Route Overseas Employment Promoter,5296 / RWP,Active,,Rawalpindi
AG1627,Zayan Al-Arabia Recruitment Agency Private Limited,5297 / SKT,Active,,Sialkot
AG1628,Future Edge Workbridge,5298 / RWP,Active,,Rawalpindi
AG1629,Seinan Asia Promoters,5300 / SKR,Active,,
AG1630,Moyan OEP,5301 / RWP,Active,,Rawalpindi
AG1631,Tevta Punjab,5302 / LHR,Active,,Lahore
AG1632,M. Sallar Rajput International Manpower Service,5303 / RWP,Active,,Rawalpindi
AG1633,Syed Tassaddiq Enterprises,5304 / RWP,Active,,Rawalpindi
AG1634,Mahnoor Rehmat Overseas Employment Promoter,5305 / PWR,Active,,
AG1635,Blue Real Eye Overseas Employment,5306 / RWP,Active,,Rawalpindi
AG1636,Khosa and Baloch Brothers,5307 / KAR,Active,,Karachi
AG1637,JKD Pakistan Overseas Recruitment Center,5308 / PWR,Active,,
AG1638,Mohsin Hassan Recruiting Agency (SMC Private) Limited,5309 / MLK,Active,,Malakand
AG1639,Dana Pani Manpower Bureau,5310 / RWP,Active,,Rawalpindi
AG1640,Bokra International Manpower,5311 / RWP,Active,,Rawalpindi
AG1641,Chhab Overseas,5312 / RWP,Active,,Rawalpindi
AG1642,Gillaniz International,5313 / RWP,Active,,Rawalpindi
AG1643,All In One International Manpower,5314 / RWP,Active,,Rawalpindi
AG1644,Al Badee International Manpower,5315 / MTN,Active,,
AG1645,ZK Manpower Services,5317 / RWP,Active,,Rawalpindi
AG1646,Poswal Services Bureau,5318 / LHR,Active,,Lahore
AG1647,Yashal Manpower Services,5320 / RWP,Active,,Rawalpindi
AG1648,PILC Overseas Employment Promoter,5321 / LHR,Active,,Lahore
AG1649,Transfast Manpower Services,5322 / RWP,Active,,Rawalpindi
AG1650,Meem Overseas Employment Promoters,5323 / MTN,Active,,
AG1651,Growrole Recruitment Group,5325 / LHR,Active,,Lahore
AG1652,Hadayat Sons HR Services,5326 / LHR,Active,,Lahore
AG1653,Irtaza Khalid Overseas,5327 / MTN,Active,,
AG1654,Roshini Overseas Employment Promoters,5329 / RWP,Active,,Rawalpindi
AG1655,Talha International Manpower,5331 / RWP,Active,,Rawalpindi
AG1656,Amigo Care Global Recruitment,5336 / RWP,Active,,Rawalpindi
AG1657,Green Field Manpower Services,5339 / RWP,Active,,Rawalpindi
AG1658,Bin Wahed Manpower Services,5349 / PWR,Active,,
AG1659,Punjab Vocational Training Council,5352 / LHR,Active,,Lahore
